ds,y,distribution_center_id,inventory_item_id
6/22/2023,1,4,303281
6/22/2023,2,4,297245
6/22/2023,2,5,107922
6/22/2023,2,6,339591
6/22/2023,1,6,116948
6/22/2023,2,6,375928
6/22/2023,2,6,107919
6/22/2023,1,7,124137
6/22/2023,3,7,23644
6/22/2023,3,7,328090
6/22/2023,4,7,103814
6/22/2023,2,8,129794
6/22/2023,1,8,189702
6/22/2023,2,8,264934
6/22/2023,1,8,440201
6/22/2023,1,8,122490
6/22/2023,2,9,297249
6/22/2023,1,10,289195
6/22/2023,2,10,375924
6/22/2023,3,10,328093
6/22/2023,3,10,23648
6/22/2023,1,10,124459
6/23/2023,4,2,340717
6/23/2023,1,3,47784
6/23/2023,1,3,278517
6/23/2023,1,3,384432
6/23/2023,2,4,182692
6/23/2023,4,4,340714
6/23/2023,1,5,360177
6/23/2023,1,7,302823
6/23/2023,1,7,430875
6/23/2023,2,7,182694
6/23/2023,1,7,468171
6/23/2023,1,8,402068
6/23/2023,2,8,290000
6/23/2023,1,8,346303
6/23/2023,1,8,367636
6/23/2023,4,8,340723
6/23/2023,2,9,290003
6/23/2023,4,9,340720
6/23/2023,1,10,389639
6/23/2023,1,10,361152
6/24/2023,1,1,135160
6/24/2023,2,1,312453
6/24/2023,1,1,50002
6/24/2023,1,2,220211
6/24/2023,1,2,53093
6/24/2023,1,2,66590
6/24/2023,1,2,106567
6/24/2023,3,2,58201
6/24/2023,1,3,88561
6/24/2023,1,3,229968
6/24/2023,1,3,313918
6/24/2023,1,3,288320
6/24/2023,2,3,338208
6/24/2023,3,3,58204
6/24/2023,2,3,334495
6/24/2023,1,4,283315
6/24/2023,3,4,58207
6/24/2023,4,4,4580
6/24/2023,1,4,47069
6/24/2023,1,4,223930
6/24/2023,2,4,396964
6/24/2023,4,5,4586
6/24/2023,1,5,341152
6/24/2023,4,5,4584
6/24/2023,1,6,434786
6/24/2023,1,6,87950
6/24/2023,1,7,369670
6/24/2023,2,7,334492
6/24/2023,2,8,396961
6/24/2023,2,8,312449
6/24/2023,1,8,38485
6/24/2023,1,8,408162
6/24/2023,1,9,274358
6/24/2023,4,9,4588
6/24/2023,2,9,338212
6/24/2023,1,10,320528
6/25/2023,3,2,151750
6/25/2023,1,2,52218
6/25/2023,1,3,106683
6/25/2023,1,3,242686
6/25/2023,3,4,151754
6/25/2023,1,4,228906
6/25/2023,1,4,297921
6/25/2023,1,6,79180
6/25/2023,2,8,79317
6/25/2023,1,9,312576
6/25/2023,1,9,251236
6/25/2023,3,9,151748
6/25/2023,1,10,43604
6/25/2023,2,10,79314
6/25/2023,1,10,48257
6/25/2023,1,10,24328
6/26/2023,4,1,348519
6/26/2023,4,1,348515
6/26/2023,1,1,364441
6/26/2023,2,2,105895
6/26/2023,2,2,167340
6/26/2023,1,3,203922
6/26/2023,1,3,440777
6/26/2023,1,3,23718
6/26/2023,2,3,307662
6/26/2023,1,4,15821
6/26/2023,1,4,47246
6/26/2023,1,4,427166
6/26/2023,4,4,348511
6/26/2023,1,5,279863
6/26/2023,1,5,239215
6/26/2023,1,5,319590
6/26/2023,2,6,105893
6/26/2023,2,6,140354
6/26/2023,2,7,140356
6/26/2023,1,7,148162
6/26/2023,2,7,167342
6/26/2023,1,7,249794
6/26/2023,1,8,89730
6/26/2023,2,8,104368
6/26/2023,1,8,209541
6/26/2023,2,8,307664
6/26/2023,1,8,320779
6/26/2023,2,8,104366
6/26/2023,1,9,261816
6/26/2023,1,9,433022
6/26/2023,1,10,343133
6/26/2023,4,10,348508
6/27/2023,1,1,465147
6/27/2023,1,1,269617
6/27/2023,4,1,39164
6/27/2023,1,1,373650
6/27/2023,4,1,39173
6/27/2023,2,2,232404
6/27/2023,2,3,478083
6/27/2023,2,3,369988
6/27/2023,2,4,478085
6/27/2023,1,4,445444
6/27/2023,2,5,369990
6/27/2023,1,5,208635
6/27/2023,1,6,165634
6/27/2023,4,6,39170
6/27/2023,1,6,309213
6/27/2023,2,7,342229
6/27/2023,1,7,424513
6/27/2023,4,7,39168
6/27/2023,1,8,415347
6/27/2023,2,8,342231
6/27/2023,2,8,447419
6/27/2023,2,8,447415
6/27/2023,2,9,437909
6/27/2023,2,9,437913
6/27/2023,1,9,273191
6/27/2023,1,9,344483
6/27/2023,2,10,232402
6/27/2023,1,10,35694
6/28/2023,1,1,145789
6/28/2023,2,1,247949
6/28/2023,1,1,292335
6/28/2023,3,1,274236
6/28/2023,3,1,403819
6/28/2023,1,1,175152
6/28/2023,1,2,291838
6/28/2023,1,3,235313
6/28/2023,3,3,403814
6/28/2023,3,4,274233
6/28/2023,1,4,462419
6/28/2023,2,4,406070
6/28/2023,3,4,403817
6/28/2023,2,5,247951
6/28/2023,1,5,76442
6/28/2023,1,6,11908
6/28/2023,2,6,342591
6/28/2023,2,6,220029
6/28/2023,3,7,274238
6/28/2023,1,8,129258
6/28/2023,1,9,483349
6/28/2023,2,9,342589
6/28/2023,2,9,220033
6/28/2023,2,10,406067
6/29/2023,1,1,136126
6/29/2023,1,1,197031
6/29/2023,4,1,194091
6/29/2023,4,1,194098
6/29/2023,1,1,149825
6/29/2023,1,1,80198
6/29/2023,3,1,269966
6/29/2023,1,1,318734
6/29/2023,1,1,56162
6/29/2023,4,1,194093
6/29/2023,2,1,430892
6/29/2023,2,2,46980
6/29/2023,1,2,445125
6/29/2023,2,2,46977
6/29/2023,1,2,395151
6/29/2023,4,2,412670
6/29/2023,2,2,377198
6/29/2023,1,3,238673
6/29/2023,1,3,7950
6/29/2023,4,3,412662
6/29/2023,1,3,453621
6/29/2023,4,4,412665
6/29/2023,2,4,377196
6/29/2023,2,4,430890
6/29/2023,1,5,133612
6/29/2023,4,5,274140
6/29/2023,4,6,274142
6/29/2023,1,6,21084
6/29/2023,2,6,108812
6/29/2023,2,6,216176
6/29/2023,1,6,264929
6/29/2023,4,6,274144
6/29/2023,2,7,108810
6/29/2023,1,7,414184
6/29/2023,1,7,412477
6/29/2023,1,7,68057
6/29/2023,4,8,412667
6/29/2023,4,8,194095
6/29/2023,4,8,274146
6/29/2023,3,9,269968
6/29/2023,3,9,269970
6/29/2023,2,9,216172
6/29/2023,1,10,379738
6/29/2023,1,10,380491
6/30/2023,2,1,284481
6/30/2023,2,1,243019
6/30/2023,1,1,290244
6/30/2023,1,1,486946
6/30/2023,1,2,116234
6/30/2023,1,2,290288
6/30/2023,1,2,315312
6/30/2023,2,3,294396
6/30/2023,2,3,417056
6/30/2023,1,3,188882
6/30/2023,2,4,284477
6/30/2023,1,4,128888
6/30/2023,4,4,455867
6/30/2023,1,4,249070
6/30/2023,4,6,455873
6/30/2023,2,6,294398
6/30/2023,2,7,277957
6/30/2023,1,7,100131
6/30/2023,1,8,138226
6/30/2023,2,8,243022
6/30/2023,4,8,455876
6/30/2023,2,8,417059
6/30/2023,2,8,277955
6/30/2023,1,9,483327
6/30/2023,2,9,92089
6/30/2023,1,9,344815
6/30/2023,2,9,92093
6/30/2023,4,10,455871
6/30/2023,1,10,72624
7/1/2023,1,1,129135
7/1/2023,1,1,483226
7/1/2023,1,1,462168
7/1/2023,1,1,32756
7/1/2023,4,2,12499
7/1/2023,1,2,301843
7/1/2023,1,2,155168
7/1/2023,2,2,231310
7/1/2023,4,2,64299
7/1/2023,4,2,454605
7/1/2023,2,2,179025
7/1/2023,4,3,64296
7/1/2023,1,3,211792
7/1/2023,2,3,179027
7/1/2023,1,3,33299
7/1/2023,1,4,486399
7/1/2023,4,4,454610
7/1/2023,2,4,204150
7/1/2023,1,4,444029
7/1/2023,1,4,127220
7/1/2023,2,4,204148
7/1/2023,4,5,12508
7/1/2023,2,5,231306
7/1/2023,1,5,274836
7/1/2023,1,5,257760
7/1/2023,1,5,379351
7/1/2023,1,5,193009
7/1/2023,1,6,262069
7/1/2023,1,6,477755
7/1/2023,4,6,12505
7/1/2023,4,6,64301
7/1/2023,1,7,345922
7/1/2023,1,7,247172
7/1/2023,4,7,454603
7/1/2023,1,9,468515
7/1/2023,4,9,64303
7/1/2023,4,9,12502
7/1/2023,1,9,426203
7/1/2023,4,10,454607
7/2/2023,1,1,453927
7/2/2023,3,1,164376
7/2/2023,3,1,139437
7/2/2023,3,1,164378
7/2/2023,1,1,384930
7/2/2023,1,2,377295
7/2/2023,2,2,331786
7/2/2023,1,2,297196
7/2/2023,3,2,328764
7/2/2023,1,2,379446
7/2/2023,3,2,328768
7/2/2023,1,2,423772
7/2/2023,3,3,187743
7/2/2023,2,3,122984
7/2/2023,2,3,96117
7/2/2023,3,3,360548
7/2/2023,1,3,386780
7/2/2023,3,3,360550
7/2/2023,2,3,376002
7/2/2023,1,4,169210
7/2/2023,2,4,118470
7/2/2023,2,4,376000
7/2/2023,1,4,254963
7/2/2023,1,4,368856
7/2/2023,1,5,149371
7/2/2023,3,5,164382
7/2/2023,3,5,139434
7/2/2023,3,5,360545
7/2/2023,3,6,481052
7/2/2023,1,6,87126
7/2/2023,3,6,187748
7/2/2023,3,6,481049
7/2/2023,1,6,53771
7/2/2023,3,6,187746
7/2/2023,1,6,199532
7/2/2023,1,7,48996
7/2/2023,1,7,464148
7/2/2023,2,8,118468
7/2/2023,2,8,122986
7/2/2023,1,9,287491
7/2/2023,1,9,253562
7/2/2023,2,9,96113
7/2/2023,1,9,299916
7/2/2023,2,9,331788
7/2/2023,1,9,55894
7/2/2023,1,10,272321
7/2/2023,1,10,393849
7/2/2023,3,10,139441
7/2/2023,3,10,481054
7/2/2023,3,10,328762
7/3/2023,2,1,174451
7/3/2023,3,1,457325
7/3/2023,2,1,42211
7/3/2023,1,1,470323
7/3/2023,1,2,97315
7/3/2023,2,2,233793
7/3/2023,1,2,237223
7/3/2023,2,2,126683
7/3/2023,2,3,233790
7/3/2023,2,3,174137
7/3/2023,2,3,68354
7/3/2023,2,3,174447
7/3/2023,2,3,42209
7/3/2023,2,3,126681
7/3/2023,1,4,56662
7/3/2023,1,5,443529
7/3/2023,1,5,325098
7/3/2023,2,5,62332
7/3/2023,1,6,128764
7/3/2023,3,6,457330
7/3/2023,2,7,68352
7/3/2023,2,7,62334
7/3/2023,1,7,416091
7/3/2023,1,7,132225
7/3/2023,2,8,70538
7/3/2023,1,9,457061
7/3/2023,1,9,308145
7/3/2023,2,9,70540
7/3/2023,2,9,174139
7/3/2023,3,9,457328
7/3/2023,1,9,442651
7/4/2023,1,1,277371
7/4/2023,1,1,143085
7/4/2023,1,1,157416
7/4/2023,1,1,336682
7/4/2023,2,1,371633
7/4/2023,2,1,8679
7/4/2023,1,1,107379
7/4/2023,2,2,371636
7/4/2023,3,2,124317
7/4/2023,1,2,60931
7/4/2023,2,2,57080
7/4/2023,1,2,90699
7/4/2023,2,2,13198
7/4/2023,2,3,8681
7/4/2023,1,3,301609
7/4/2023,1,3,224911
7/4/2023,1,4,234198
7/4/2023,1,4,110023
7/4/2023,2,4,296067
7/4/2023,2,4,74628
7/4/2023,2,4,289007
7/4/2023,3,5,163047
7/4/2023,3,6,124314
7/4/2023,2,6,57083
7/4/2023,2,6,74630
7/4/2023,3,6,344077
7/4/2023,3,6,163049
7/4/2023,1,7,232061
7/4/2023,3,7,163051
7/4/2023,1,7,361074
7/4/2023,1,7,139714
7/4/2023,2,7,53934
7/4/2023,2,8,296063
7/4/2023,2,8,53938
7/4/2023,2,8,13196
7/4/2023,3,8,344073
7/4/2023,2,9,289011
7/4/2023,1,9,450181
7/4/2023,1,9,88131
7/4/2023,1,9,141698
7/4/2023,3,10,344080
7/4/2023,1,10,195734
7/4/2023,3,10,124321
7/4/2023,1,10,419434
7/5/2023,2,1,437190
7/5/2023,1,1,452561
7/5/2023,2,1,428333
7/5/2023,1,1,39767
7/5/2023,1,2,3741
7/5/2023,2,2,397192
7/5/2023,1,2,485181
7/5/2023,1,2,91382
7/5/2023,1,3,18813
7/5/2023,1,3,96167
7/5/2023,1,3,270433
7/5/2023,2,3,476399
7/5/2023,1,3,443364
7/5/2023,2,3,476402
7/5/2023,1,4,144492
7/5/2023,2,4,40418
7/5/2023,1,4,449452
7/5/2023,1,4,476735
7/5/2023,1,5,214340
7/5/2023,1,5,338740
7/5/2023,1,5,310262
7/5/2023,2,6,437192
7/5/2023,1,6,318364
7/5/2023,2,6,397190
7/5/2023,2,7,428335
7/5/2023,1,7,463146
7/5/2023,1,7,28624
7/5/2023,1,7,341781
7/5/2023,1,7,157224
7/5/2023,1,7,267947
7/5/2023,2,8,40421
7/5/2023,1,8,374467
7/5/2023,1,9,176938
7/5/2023,1,9,219730
7/5/2023,1,9,254156
7/5/2023,1,10,199300
7/5/2023,1,10,161397
7/5/2023,1,10,61722
7/6/2023,1,1,335345
7/6/2023,3,1,145984
7/6/2023,4,1,229669
7/6/2023,2,1,208282
7/6/2023,2,1,169334
7/6/2023,1,1,131698
7/6/2023,1,1,407651
7/6/2023,1,1,36339
7/6/2023,1,2,325115
7/6/2023,3,2,23940
7/6/2023,1,2,110523
7/6/2023,3,2,145986
7/6/2023,1,2,101344
7/6/2023,3,3,23944
7/6/2023,1,3,362745
7/6/2023,1,3,396254
7/6/2023,4,3,229678
7/6/2023,2,4,208286
7/6/2023,1,4,75634
7/6/2023,2,4,245225
7/6/2023,2,4,40023
7/6/2023,1,4,353702
7/6/2023,1,4,262850
7/6/2023,1,4,138603
7/6/2023,2,5,6566
7/6/2023,2,5,169338
7/6/2023,1,5,450848
7/6/2023,1,5,205822
7/6/2023,3,5,209006
7/6/2023,3,6,209012
7/6/2023,1,6,231725
7/6/2023,2,6,245228
7/6/2023,1,7,462404
7/6/2023,1,7,385568
7/6/2023,4,7,229673
7/6/2023,3,7,23938
7/6/2023,2,7,6568
7/6/2023,1,8,485126
7/6/2023,2,8,40021
7/6/2023,1,8,256502
7/6/2023,1,8,158889
7/6/2023,1,9,77510
7/6/2023,4,9,229675
7/6/2023,1,9,476463
7/6/2023,3,9,145989
7/6/2023,1,9,50589
7/6/2023,1,10,304224
7/6/2023,3,10,209008
7/7/2023,4,1,392533
7/7/2023,1,1,238388
7/7/2023,1,1,222171
7/7/2023,1,1,413424
7/7/2023,1,2,324645
7/7/2023,3,2,349921
7/7/2023,2,2,283722
7/7/2023,1,2,166609
7/7/2023,1,2,117490
7/7/2023,1,3,436733
7/7/2023,1,3,300019
7/7/2023,4,3,78670
7/7/2023,1,3,453466
7/7/2023,4,3,264899
7/7/2023,1,3,397346
7/7/2023,4,3,78667
7/7/2023,1,3,57878
7/7/2023,1,3,324701
7/7/2023,1,4,283960
7/7/2023,1,5,40219
7/7/2023,1,6,184660
7/7/2023,4,6,264901
7/7/2023,1,6,302233
7/7/2023,1,7,244674
7/7/2023,4,7,78665
7/7/2023,1,7,93972
7/7/2023,1,7,220015
7/7/2023,4,7,264903
7/7/2023,4,7,392524
7/7/2023,1,7,131109
7/7/2023,1,7,487262
7/7/2023,1,7,145674
7/7/2023,4,8,392527
7/7/2023,3,8,349919
7/7/2023,4,9,78674
7/7/2023,2,9,139920
7/7/2023,1,9,152301
7/7/2023,3,9,349915
7/7/2023,2,10,283725
7/7/2023,4,10,264897
7/7/2023,2,10,139917
7/7/2023,4,10,392530
7/8/2023,1,1,302465
7/8/2023,4,1,259924
7/8/2023,2,1,399881
7/8/2023,1,1,171347
7/8/2023,2,1,108270
7/8/2023,4,2,251952
7/8/2023,2,2,206849
7/8/2023,1,2,285136
7/8/2023,2,2,206851
7/8/2023,3,3,274548
7/8/2023,2,3,358588
7/8/2023,4,3,458254
7/8/2023,1,4,88789
7/8/2023,1,4,183976
7/8/2023,4,4,259917
7/8/2023,1,4,75050
7/8/2023,4,4,458252
7/8/2023,2,5,399879
7/8/2023,1,6,422249
7/8/2023,4,6,458256
7/8/2023,3,7,274552
7/8/2023,2,7,108266
7/8/2023,1,7,488023
7/8/2023,3,8,274550
7/8/2023,1,8,242787
7/8/2023,4,8,251955
7/8/2023,4,8,458260
7/8/2023,2,9,358590
7/8/2023,4,9,251949
7/8/2023,4,9,259921
7/8/2023,1,9,366653
7/8/2023,1,9,195415
7/8/2023,4,10,251958
7/8/2023,4,10,259913
7/9/2023,4,1,302079
7/9/2023,1,1,429585
7/9/2023,1,1,286170
7/9/2023,1,2,448049
7/9/2023,3,2,407872
7/9/2023,1,2,78161
7/9/2023,1,3,32615
7/9/2023,4,3,302077
7/9/2023,2,3,66828
7/9/2023,2,4,154822
7/9/2023,3,4,213726
7/9/2023,1,4,365717
7/9/2023,2,4,66830
7/9/2023,1,4,413041
7/9/2023,4,7,302073
7/9/2023,4,7,302075
7/9/2023,2,7,154825
7/9/2023,3,8,407870
7/9/2023,3,9,213724
7/9/2023,1,9,197844
7/9/2023,3,9,407866
7/9/2023,3,9,213720
7/9/2023,2,10,39937
7/9/2023,2,10,39935
7/9/2023,1,10,228025
7/10/2023,1,1,336484
7/10/2023,2,1,396406
7/10/2023,1,1,393620
7/10/2023,1,1,64060
7/10/2023,1,1,282548
7/10/2023,2,1,472344
7/10/2023,1,2,387649
7/10/2023,1,3,453110
7/10/2023,1,3,9181
7/10/2023,2,3,252966
7/10/2023,3,3,116730
7/10/2023,1,4,16331
7/10/2023,2,4,396404
7/10/2023,3,4,116724
7/10/2023,1,4,170959
7/10/2023,1,4,229705
7/10/2023,2,4,252963
7/10/2023,1,4,264059
7/10/2023,1,6,170189
7/10/2023,1,6,422183
7/10/2023,1,6,279896
7/10/2023,2,6,14139
7/10/2023,1,6,283842
7/10/2023,1,7,402759
7/10/2023,3,7,116726
7/10/2023,1,7,316419
7/10/2023,2,8,14135
7/10/2023,1,8,57137
7/10/2023,2,9,472346
7/10/2023,1,9,284730
7/11/2023,1,1,342716
7/11/2023,1,1,29697
7/11/2023,1,1,134403
7/11/2023,1,2,321288
7/11/2023,1,2,436172
7/11/2023,1,2,405931
7/11/2023,1,3,265827
7/11/2023,2,3,331296
7/11/2023,1,3,479434
7/11/2023,2,3,21258
7/11/2023,1,3,453492
7/11/2023,2,3,331298
7/11/2023,1,4,122256
7/11/2023,2,4,476591
7/11/2023,1,5,271257
7/11/2023,2,6,21256
7/11/2023,1,7,436448
7/11/2023,1,7,309722
7/11/2023,1,8,234447
7/11/2023,1,8,404411
7/11/2023,2,8,476595
7/11/2023,1,8,336477
7/12/2023,1,1,238086
7/12/2023,2,1,192201
7/12/2023,1,1,386702
7/12/2023,3,1,268157
7/12/2023,1,1,88011
7/12/2023,2,2,108147
7/12/2023,1,2,428206
7/12/2023,4,2,182820
7/12/2023,4,2,182827
7/12/2023,1,2,292916
7/12/2023,1,2,240782
7/12/2023,1,2,203982
7/12/2023,2,3,108144
7/12/2023,4,3,182823
7/12/2023,2,3,112889
7/12/2023,4,3,182829
7/12/2023,2,3,112887
7/12/2023,3,4,268159
7/12/2023,1,4,315953
7/12/2023,1,4,480475
7/12/2023,3,4,268161
7/12/2023,2,5,369931
7/12/2023,1,6,151389
7/12/2023,1,6,97662
7/12/2023,1,7,296737
7/12/2023,1,7,212886
7/12/2023,1,7,218176
7/12/2023,1,7,159841
7/12/2023,1,7,424552
7/12/2023,1,7,434509
7/12/2023,1,8,366457
7/12/2023,1,8,251069
7/12/2023,1,8,247746
7/12/2023,1,8,131843
7/12/2023,2,9,192203
7/12/2023,1,9,376751
7/12/2023,1,9,147003
7/12/2023,1,9,415153
7/12/2023,2,10,369928
7/13/2023,1,1,10073
7/13/2023,4,1,103558
7/13/2023,1,1,289023
7/13/2023,1,1,191893
7/13/2023,1,1,474061
7/13/2023,1,2,94466
7/13/2023,1,2,277754
7/13/2023,1,2,310884
7/13/2023,1,2,34660
7/13/2023,3,2,85039
7/13/2023,4,3,103560
7/13/2023,3,3,85037
7/13/2023,2,3,312996
7/13/2023,1,4,24812
7/13/2023,4,5,103562
7/13/2023,1,6,287727
7/13/2023,1,6,118022
7/13/2023,1,6,374083
7/13/2023,3,7,85041
7/13/2023,1,7,245178
7/13/2023,1,8,62994
7/13/2023,1,8,85139
7/13/2023,1,8,170998
7/13/2023,2,8,312999
7/13/2023,1,8,298292
7/13/2023,1,9,289235
7/13/2023,1,9,388323
7/13/2023,1,9,271566
7/13/2023,4,9,103555
7/13/2023,1,9,261480
7/13/2023,1,9,417120
7/13/2023,1,10,353916
7/14/2023,2,1,163641
7/14/2023,1,1,387145
7/14/2023,2,1,263719
7/14/2023,1,2,420207
7/14/2023,1,2,489895
7/14/2023,3,2,244049
7/14/2023,3,2,337625
7/14/2023,1,2,429976
7/14/2023,2,2,15511
7/14/2023,3,2,244051
7/14/2023,1,3,100777
7/14/2023,1,3,475529
7/14/2023,2,3,416543
7/14/2023,1,3,347787
7/14/2023,1,3,192306
7/14/2023,1,4,164679
7/14/2023,1,4,146302
7/14/2023,3,4,337620
7/14/2023,3,4,244046
7/14/2023,1,5,234368
7/14/2023,2,5,263715
7/14/2023,1,6,12657
7/14/2023,3,6,337622
7/14/2023,2,7,163643
7/14/2023,1,7,164656
7/14/2023,1,7,418435
7/14/2023,1,8,270357
7/14/2023,1,8,178438
7/14/2023,1,8,275909
7/14/2023,1,8,252301
7/14/2023,2,9,416541
7/14/2023,1,9,180199
7/14/2023,2,9,444763
7/14/2023,2,9,15513
7/14/2023,1,9,249514
7/14/2023,2,9,444761
7/15/2023,4,1,178949
7/15/2023,1,1,306160
7/15/2023,1,1,397310
7/15/2023,1,1,61691
7/15/2023,3,1,251695
7/15/2023,1,1,399174
7/15/2023,2,1,244198
7/15/2023,1,1,342713
7/15/2023,4,2,178944
7/15/2023,1,2,24363
7/15/2023,4,2,178947
7/15/2023,1,2,385757
7/15/2023,2,2,389814
7/15/2023,1,2,212929
7/15/2023,1,2,36350
7/15/2023,2,2,452885
7/15/2023,2,2,222651
7/15/2023,1,3,164565
7/15/2023,4,3,305948
7/15/2023,4,3,143275
7/15/2023,4,3,25811
7/15/2023,2,3,452882
7/15/2023,1,3,5234
7/15/2023,2,3,389817
7/15/2023,1,3,2249
7/15/2023,2,3,278125
7/15/2023,3,3,251699
7/15/2023,1,3,100060
7/15/2023,2,3,244196
7/15/2023,1,4,362874
7/15/2023,1,4,476858
7/15/2023,4,4,178940
7/15/2023,3,4,251693
7/15/2023,1,4,154894
7/15/2023,1,4,270904
7/15/2023,4,4,305943
7/15/2023,1,4,477149
7/15/2023,2,5,222653
7/15/2023,1,5,173213
7/15/2023,4,5,305940
7/15/2023,1,5,478769
7/15/2023,4,6,25813
7/15/2023,1,6,195088
7/15/2023,1,7,335401
7/15/2023,4,7,143273
7/15/2023,2,7,354529
7/15/2023,1,7,169972
7/15/2023,4,7,305946
7/15/2023,4,7,143282
7/15/2023,4,7,25807
7/15/2023,4,7,25817
7/15/2023,1,7,417417
7/15/2023,1,8,261406
7/15/2023,4,9,143279
7/15/2023,2,9,278122
7/15/2023,2,10,354531
7/15/2023,1,10,68286
7/15/2023,1,10,318335
7/16/2023,1,1,435874
7/16/2023,1,1,170839
7/16/2023,4,1,268048
7/16/2023,3,1,149144
7/16/2023,1,1,65748
7/16/2023,1,1,294261
7/16/2023,1,2,455226
7/16/2023,1,2,293920
7/16/2023,3,2,279307
7/16/2023,1,2,73501
7/16/2023,1,3,345002
7/16/2023,2,3,253612
7/16/2023,1,3,109118
7/16/2023,2,3,372554
7/16/2023,2,3,400046
7/16/2023,4,3,268041
7/16/2023,3,4,149141
7/16/2023,1,4,367994
7/16/2023,2,5,420810
7/16/2023,2,5,253614
7/16/2023,4,5,268050
7/16/2023,1,5,198759
7/16/2023,3,5,141688
7/16/2023,2,6,400048
7/16/2023,1,6,461040
7/16/2023,1,6,335703
7/16/2023,1,6,362266
7/16/2023,4,7,268044
7/16/2023,3,7,279300
7/16/2023,1,7,469576
7/16/2023,1,7,118586
7/16/2023,1,8,263580
7/16/2023,2,8,372556
7/16/2023,2,8,58768
7/16/2023,3,8,141684
7/16/2023,2,8,420812
7/16/2023,3,8,141691
7/16/2023,1,8,21052
7/16/2023,1,8,350888
7/16/2023,1,9,470404
7/16/2023,3,9,279303
7/16/2023,2,9,58765
7/16/2023,1,9,97438
7/16/2023,1,9,316054
7/16/2023,3,9,149146
7/16/2023,1,10,485063
7/17/2023,3,1,420247
7/17/2023,3,1,81451
7/17/2023,4,1,399839
7/17/2023,2,1,111383
7/17/2023,4,1,399835
7/17/2023,1,2,105600
7/17/2023,3,2,287774
7/17/2023,2,2,92981
7/17/2023,4,2,329553
7/17/2023,3,2,214598
7/17/2023,2,2,259625
7/17/2023,3,2,420252
7/17/2023,3,2,430650
7/17/2023,4,2,329557
7/17/2023,3,2,420250
7/17/2023,2,3,18508
7/17/2023,1,3,137579
7/17/2023,2,3,137736
7/17/2023,2,3,137739
7/17/2023,1,3,298219
7/17/2023,4,3,390875
7/17/2023,4,3,399843
7/17/2023,2,4,346667
7/17/2023,2,4,247314
7/17/2023,2,4,235390
7/17/2023,1,4,85473
7/17/2023,2,4,346671
7/17/2023,1,4,62956
7/17/2023,1,4,358985
7/17/2023,3,4,287778
7/17/2023,1,5,416417
7/17/2023,2,5,92985
7/17/2023,3,5,81454
7/17/2023,3,5,287782
7/17/2023,2,5,247318
7/17/2023,1,5,50340
7/17/2023,4,5,390881
7/17/2023,1,5,373456
7/17/2023,2,5,18510
7/17/2023,3,6,214596
7/17/2023,1,6,467377
7/17/2023,4,6,329559
7/17/2023,3,7,81448
7/17/2023,2,7,111381
7/17/2023,4,7,329563
7/17/2023,3,8,214601
7/17/2023,2,8,123718
7/17/2023,4,8,390879
7/17/2023,2,8,123715
7/17/2023,2,8,235386
7/17/2023,4,8,390877
7/17/2023,3,9,430656
7/17/2023,4,9,399845
7/17/2023,2,9,259627
7/17/2023,3,9,430653
7/17/2023,1,10,439840
7/18/2023,1,1,19445
7/18/2023,1,1,275379
7/18/2023,4,1,376948
7/18/2023,4,1,376945
7/18/2023,1,1,139861
7/18/2023,1,1,177281
7/18/2023,1,1,447303
7/18/2023,2,1,254716
7/18/2023,3,2,166715
7/18/2023,3,2,203984
7/18/2023,3,2,129975
7/18/2023,1,2,108758
7/18/2023,2,2,91852
7/18/2023,1,2,103440
7/18/2023,2,2,97820
7/18/2023,1,3,423390
7/18/2023,1,3,439691
7/18/2023,1,3,392486
7/18/2023,4,3,274698
7/18/2023,4,3,274700
7/18/2023,1,4,48438
7/18/2023,2,4,478170
7/18/2023,1,4,239375
7/18/2023,4,4,376943
7/18/2023,4,4,355479
7/18/2023,2,4,91856
7/18/2023,3,5,129977
7/18/2023,1,5,173837
7/18/2023,3,5,166717
7/18/2023,1,6,396579
7/18/2023,4,6,355476
7/18/2023,4,6,274696
7/18/2023,4,6,355473
7/18/2023,2,6,188225
7/18/2023,3,6,203986
7/18/2023,1,6,95910
7/18/2023,1,7,350529
7/18/2023,1,7,414820
7/18/2023,2,7,478174
7/18/2023,2,7,97818
7/18/2023,3,7,129972
7/18/2023,4,7,376950
7/18/2023,4,8,274702
7/18/2023,1,8,477587
7/18/2023,1,8,114198
7/18/2023,2,8,254712
7/18/2023,1,8,187365
7/18/2023,1,8,29787
7/18/2023,1,8,387720
7/18/2023,3,9,166713
7/18/2023,2,9,188228
7/18/2023,1,9,307301
7/18/2023,4,9,355469
7/18/2023,1,9,367198
7/18/2023,3,10,203988
7/18/2023,1,10,365979
7/18/2023,1,10,218649
7/19/2023,2,1,368629
7/19/2023,4,1,273880
7/19/2023,1,2,362592
7/19/2023,1,2,344382
7/19/2023,1,2,242748
7/19/2023,1,2,65007
7/19/2023,2,2,78407
7/19/2023,1,2,4880
7/19/2023,1,2,127090
7/19/2023,4,3,441223
7/19/2023,1,3,140400
7/19/2023,4,3,177873
7/19/2023,2,3,218345
7/19/2023,4,3,446141
7/19/2023,4,3,446139
7/19/2023,4,4,273878
7/19/2023,4,4,177865
7/19/2023,1,4,50189
7/19/2023,2,4,78405
7/19/2023,1,4,22483
